Nombre provincia,Nombre municipio,Nombre completo,Nombre,Número,Dirección,Enlace
MADRID,VALDEMANCO,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,VALDEMAQUEDA,SAN LORENZO DE EL ESCORIAL 3,SAN LORENZO DE EL ESCORIAL,3,"Velázquez, 20 - A",https://www.registradores.org/directorio/-/registros/propiedad/madrid/san-lorenzo-de-el-escorial/registro-de-la-propiedad-de-san-lorenzo-de-el-escorial-n-03
MADRID,VALDEMORILLO,SAN LORENZO DE EL ESCORIAL 3,SAN LORENZO DE EL ESCORIAL,3,"Velázquez, 20 - A",https://www.registradores.org/directorio/-/registros/propiedad/madrid/san-lorenzo-de-el-escorial/registro-de-la-propiedad-de-san-lorenzo-de-el-escorial-n-03
MADRID,VALDEMORO,VALDEMORO,VALDEMORO,,"Avda. del Mar Mediterráneo, 206 - 208, entrada por C/ Minerva s/n",https://www.registradores.org/directorio/-/registros/propiedad/madrid/valdemoro/registro-de-la-propiedad-de-valdemoro
MADRID,VALDEOLMOS-ALALPARDO,ALGETE,ALGETE,,"Limón Verde, 25",https://www.registradores.org/directorio/-/registros/propiedad/madrid/algete/registro-de-la-propiedad-de-algete
MADRID,VALDEPIELAGOS,SAN SEBASTIAN DE LOS REYES 2,SAN SEBASTIAN DE LOS REYES,2,"Teide, 3",https://www.registradores.org/directorio/-/registros/propiedad/madrid/san-sebastian-de-los-reyes/registro-de-la-propiedad-de-san-sebastian-de-los-reyes-n-02
MADRID,VALDETORRES DE JARAMA,ALGETE,ALGETE,,"Limón Verde, 25",https://www.registradores.org/directorio/-/registros/propiedad/madrid/algete/registro-de-la-propiedad-de-algete
MADRID,VALDILECHA,ALCALA DE HENARES 4,ALCALA DE HENARES,4,"Infancia, 1 - Edif. O'Donnell",https://www.registradores.org/directorio/-/registros/propiedad/madrid/alcala-de-henares/registro-de-la-propiedad-de-alcala-de-henares-n-04
MADRID,VALVERDE DE ALCALA,ALCALA DE HENARES 3,ALCALA DE HENARES,3,"Infancia, 1 - Edif. O'Donnell",https://www.registradores.org/directorio/-/registros/propiedad/madrid/alcala-de-henares/registro-de-la-propiedad-de-alcala-de-henares-n-03
MADRID,VELILLA DE SAN ANTONIO,RIVAS - VACIAMADRID,RIVAS - VACIAMADRID,,"Marie Curie, 5-7 - local 1.2 - 1ª planta - Edif. Beta",https://www.registradores.org/directorio/-/registros/propiedad/madrid/rivas-vaciamadrid/registro-de-la-propiedad-de-rivas-vaciamadrid
MADRID,VELLON (EL),TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,VENTURADA,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,VILLACONEJOS,CHINCHON,CHINCHON,,"Plaza Hermanos Ortíz de Zárate, 1",https://www.registradores.org/directorio/-/registros/propiedad/madrid/chinchon/registro-de-la-propiedad-de-chinchon
MADRID,VILLA DEL PRADO,SAN MARTIN DE VALDEIGLESIAS,SAN MARTIN DE VALDEIGLESIAS,,"Carretera de Toledo, 7 - 1ª pl - local 5",https://www.registradores.org/directorio/-/registros/propiedad/madrid/san-martin-de-valdeiglesias/registro-de-la-propiedad-de-san-martin-de-valdeiglesias
MADRID,VILLALBILLA,ALCALA DE HENARES 3,ALCALA DE HENARES,3,"Infancia, 1 - Edif. O'Donnell",https://www.registradores.org/directorio/-/registros/propiedad/madrid/alcala-de-henares/registro-de-la-propiedad-de-alcala-de-henares-n-03
MADRID,VILLAMANRIQUE DE TAJO,CHINCHON,CHINCHON,,"Plaza Hermanos Ortíz de Zárate, 1",https://www.registradores.org/directorio/-/registros/propiedad/madrid/chinchon/registro-de-la-propiedad-de-chinchon
MADRID,VILLAMANTA,NAVALCARNERO 1,NAVALCARNERO,1,"Avda. de la Ermita de San Juan, 58",https://www.registradores.org/directorio/-/registros/propiedad/madrid/navalcarnero/registro-de-la-propiedad-de-navalcarnero-n-01
MADRID,VILLAMANTILLA,NAVALCARNERO 1,NAVALCARNERO,1,"Avda. de la Ermita de San Juan, 58",https://www.registradores.org/directorio/-/registros/propiedad/madrid/navalcarnero/registro-de-la-propiedad-de-navalcarnero-n-01
MADRID,VILLANUEVA DE LA CAÑADA,NAVALCARNERO 2,NAVALCARNERO,2,"Avda. de la Ermita de San Juan, 58",https://www.registradores.org/directorio/-/registros/propiedad/madrid/navalcarnero/registro-de-la-propiedad-de-navalcarnero-n-02
MADRID,VILLANUEVA DEL PARDILLO,MAJADAHONDA 1,MAJADAHONDA,1,"Avenida Reyes Católicos, 4 - 1º C",https://www.registradores.org/directorio/-/registros/propiedad/madrid/majadahonda/registro-de-la-propiedad-de-majadahonda-n-01
MADRID,VILLANUEVA DE PERALES,NAVALCARNERO 2,NAVALCARNERO,2,"Avda. de la Ermita de San Juan, 58",https://www.registradores.org/directorio/-/registros/propiedad/madrid/navalcarnero/registro-de-la-propiedad-de-navalcarnero-n-02
MADRID,VILLAR DEL OLMO,ALCALA DE HENARES 4,ALCALA DE HENARES,4,"Infancia, 1 - Edif. O'Donnell",https://www.registradores.org/directorio/-/registros/propiedad/madrid/alcala-de-henares/registro-de-la-propiedad-de-alcala-de-henares-n-04
MADRID,VILLAREJO DE SALVANES,ARGANDA DEL REY 1,ARGANDA DEL REY,1,"Carretera de Loeches, 55-portal A-local 1",https://www.registradores.org/directorio/-/registros/propiedad/madrid/arganda-del-rey/registro-de-la-propiedad-de-arganda-del-rey-n-01
MADRID,VILLAVICIOSA DE ODON,VILLAVICIOSA DE ODON,VILLAVICIOSA DE ODON,,"Humilladero, 18 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/villaviciosa-de-odon/registro-de-la-propiedad-de-villaviciosa-de-odon
MADRID,VILLAVIEJA DEL LOZOYA,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,ZARZALEJO,SAN LORENZO DE EL ESCORIAL 3,SAN LORENZO DE EL ESCORIAL,3,"Velázquez, 20 - A",https://www.registradores.org/directorio/-/registros/propiedad/madrid/san-lorenzo-de-el-escorial/registro-de-la-propiedad-de-san-lorenzo-de-el-escorial-n-03
MADRID,LOZOYUELA-NAVAS-SIETEIGLESIAS,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,TRES CANTOS,COLMENAR VIEJO 1,COLMENAR VIEJO,1,"Avenida de Cristóbal Colón, 12",https://www.registradores.org/directorio/-/registros/propiedad/madrid/colmenar-viejo/registro-de-la-propiedad-de-colmenar-viejo-n-01
MADRID,LOS HUEROS,ALCALA DE HENARES 3,ALCALA DE HENARES,3,"Infancia, 1 - Edif. O'Donnell",https://www.registradores.org/directorio/-/registros/propiedad/madrid/alcala-de-henares/registro-de-la-propiedad-de-alcala-de-henares-n-03
MADRID,HUMERA,POZUELO DE ALARCON 2,POZUELO DE ALARCON,2,"Costanilla del Olivar, 1 - 1º - ofic. 2",https://www.registradores.org/directorio/-/registros/propiedad/madrid/pozuelo-de-alarcon/registro-de-la-propiedad-de-pozuelo-de-alarcon-n-02
MADRID,LAS NAVAS DE BUITRAGO,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,SIETEIGLESIAS,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,MANGIRON,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,PAREDES,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,SERRADA,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,OTERUELO DEL VALLE,TORRELAGUNA,TORRELAGUNA,,"Santa Bárbara, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/madrid/torrelaguna/registro-de-la-propiedad-de-torrelaguna
MADRID,BARAJAS,MADRID 48,MADRID,48,"Alcalá, 540 - Edif. A - planta baja",https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-48
MADRID,HORTALEZA,MADRID 45,MADRID,45,"Alcalá, 540 - Edif. A - planta 4ª",https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-45
MADRID,TOMOS GENERALES,NAVALCARNERO 1,NAVALCARNERO,1,"Avda. de la Ermita de San Juan, 58",https://www.registradores.org/directorio/-/registros/propiedad/madrid/navalcarnero/registro-de-la-propiedad-de-navalcarnero-n-01
MADRID,TOMOS GENERALES,NAVALCARNERO 2,NAVALCARNERO,2,"Avda. de la Ermita de San Juan, 58",https://www.registradores.org/directorio/-/registros/propiedad/madrid/navalcarnero/registro-de-la-propiedad-de-navalcarnero-n-02
MALAGA,ALAMEDA,ANTEQUERA,ANTEQUERA,,"Plaza Fernández Viaga, 14 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/antequera/registro-de-la-propiedad-de-antequera-n-01
MALAGA,ALCAUCIN,VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,ALFARNATE,MALAGA 7,MALAGA,7,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-07
MALAGA,ALFARNATEJO,MALAGA 7,MALAGA,7,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-07
MALAGA,ALGARROBO,TORROX,TORROX,,"Calzada, 10",https://www.registradores.org/directorio/-/registros/propiedad/malaga/torrox/registro-de-la-propiedad-de-torrox-n-01
MALAGA,ALGATOCIN,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,ALHAURIN DE LA TORRE,MALAGA 11,MALAGA,11,"Cerrojo, 17 - 2ª planta",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-11
MALAGA,ALHAURIN EL GRANDE,COIN,COIN,,"Plaza de la Villa, 2 - 2ª of.6",https://www.registradores.org/directorio/-/registros/propiedad/malaga/coin/registro-de-la-propiedad-de-coin
MALAGA,ALMACHAR,VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,ALMARGEN,CAMPILLOS,CAMPILLOS,,"Real, 15, bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/campillos/registro-de-la-propiedad-de-campillos
MALAGA,ALMOGIA,ALORA,ALORA,,"Avda. Pablo Ruiz Picasso, 4 - bloque II - local 1",https://www.registradores.org/directorio/-/registros/propiedad/malaga/alora/registro-de-la-propiedad-de-alora
MALAGA,ALORA,ALORA,ALORA,,"Avda. Pablo Ruiz Picasso, 4 - bloque II - local 1",https://www.registradores.org/directorio/-/registros/propiedad/malaga/alora/registro-de-la-propiedad-de-alora
MALAGA,ALOZAINA,ALORA,ALORA,,"Avda. Pablo Ruiz Picasso, 4 - bloque II - local 1",https://www.registradores.org/directorio/-/registros/propiedad/malaga/alora/registro-de-la-propiedad-de-alora
MALAGA,ALPANDEIRE,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,ANTEQUERA,ANTEQUERA,ANTEQUERA,,"Plaza Fernández Viaga, 14 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/antequera/registro-de-la-propiedad-de-antequera-n-01
MALAGA,ARCHEZ,TORROX,TORROX,,"Calzada, 10",https://www.registradores.org/directorio/-/registros/propiedad/malaga/torrox/registro-de-la-propiedad-de-torrox-n-01
MALAGA,ARCHIDONA,ARCHIDONA,ARCHIDONA,,"Carrera, 57 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/archidona/registro-de-la-propiedad-de-archidona
MALAGA,ARDALES,CAMPILLOS,CAMPILLOS,,"Real, 15, bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/campillos/registro-de-la-propiedad-de-campillos
MALAGA,ARENAS,VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,ARRIATE,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,ATAJATE,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,BENADALID,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,BENAHAVIS,MARBELLA 4,MARBELLA,4,"Alameda de Ricardo Soriano, 19",https://www.registradores.org/directorio/-/registros/propiedad/malaga/marbella/registro-de-la-propiedad-de-marbella-n-04
MALAGA,BENALAURIA,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,BENALMADENA,BENALMADENA 1,BENALMADENA,1,"Avda.Ciudad de Melilla, 17",https://www.registradores.org/directorio/-/registros/propiedad/malaga/benalmadena/registro-de-la-propiedad-de-benalmadena-n-01
MALAGA,BENALMADENA,BENALMADENA 1,BENALMADENA,1,"Avda.Ciudad de Melilla, 17",https://www.registradores.org/directorio/-/registros/propiedad/malaga/benalmadena/registro-de-la-propiedad-de-benalmadena-n-01
MALAGA,BENALMADENA,BENALMADENA 2,BENALMADENA,2,"Avda.Ciudad de Melilla, 19. Arroyo de la Miel",https://www.registradores.org/directorio/-/registros/propiedad/malaga/benalmadena/registro-de-la-propiedad-de-benalmadena-n-02
MALAGA,BENALMADENA,BENALMADENA 2,BENALMADENA,2,"Avda.Ciudad de Melilla, 19. Arroyo de la Miel",https://www.registradores.org/directorio/-/registros/propiedad/malaga/benalmadena/registro-de-la-propiedad-de-benalmadena-n-02
MALAGA,BENAMARGOSA,VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,BENAMOCARRA,VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,BENAOJAN,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,BENARRABA,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,BORGE (EL),VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,BURGO (EL),RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,CAMPILLOS,CAMPILLOS,CAMPILLOS,,"Real, 15, bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/campillos/registro-de-la-propiedad-de-campillos
MALAGA,CANILLAS DE ACEITUNO,VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,CANILLAS DE ALBAIDA,TORROX,TORROX,,"Calzada, 10",https://www.registradores.org/directorio/-/registros/propiedad/malaga/torrox/registro-de-la-propiedad-de-torrox-n-01
MALAGA,CAÑETE LA REAL,CAMPILLOS,CAMPILLOS,,"Real, 15, bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/campillos/registro-de-la-propiedad-de-campillos
MALAGA,CARRATRACA,CAMPILLOS,CAMPILLOS,,"Real, 15, bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/campillos/registro-de-la-propiedad-de-campillos
MALAGA,CARTAJIMA,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,CARTAMA,ALORA,ALORA,,"Avda. Pablo Ruiz Picasso, 4 - bloque II - local 1",https://www.registradores.org/directorio/-/registros/propiedad/malaga/alora/registro-de-la-propiedad-de-alora
MALAGA,CASABERMEJA,MALAGA 7,MALAGA,7,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-07
MALAGA,CASARABONELA,ALORA,ALORA,,"Avda. Pablo Ruiz Picasso, 4 - bloque II - local 1",https://www.registradores.org/directorio/-/registros/propiedad/malaga/alora/registro-de-la-propiedad-de-alora
MALAGA,CASARES,MANILVA,MANILVA,,"Dr. Álvarez Leyva, Edif.Pasaje",https://www.registradores.org/directorio/-/registros/propiedad/malaga/manilva/registro-de-la-propiedad-de-manilva-n-01
MALAGA,COIN,COIN,COIN,,"Plaza de la Villa, 2 - 2ª of.6",https://www.registradores.org/directorio/-/registros/propiedad/malaga/coin/registro-de-la-propiedad-de-coin
MALAGA,COLMENAR,MALAGA 7,MALAGA,7,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-07
MALAGA,COMARES,MALAGA 7,MALAGA,7,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-07
MALAGA,COMPETA,TORROX,TORROX,,"Calzada, 10",https://www.registradores.org/directorio/-/registros/propiedad/malaga/torrox/registro-de-la-propiedad-de-torrox-n-01
MALAGA,CORTES DE LA FRONTERA,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,CUEVAS BAJAS,ARCHIDONA,ARCHIDONA,,"Carrera, 57 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/archidona/registro-de-la-propiedad-de-archidona
MALAGA,CUEVAS DEL BECERRO,CAMPILLOS,CAMPILLOS,,"Real, 15, bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/campillos/registro-de-la-propiedad-de-campillos
MALAGA,CUEVAS DE SAN MARCOS,ARCHIDONA,ARCHIDONA,,"Carrera, 57 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/archidona/registro-de-la-propiedad-de-archidona
MALAGA,CUTAR,VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,ESTEPONA,ESTEPONA 1,ESTEPONA,1,"Prolongación C/ Delfín s/n. Residencial Miramar, 8 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/estepona/registro-de-la-propiedad-de-estepona-n-01
MALAGA,ESTEPONA,ESTEPONA 2,ESTEPONA,2,"Prolongación C/ Delfín, s/n. Residencial Miramar, 8 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/estepona/registro-de-la-propiedad-de-estepona-n-02
MALAGA,FARAJAN,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,FRIGILIANA,TORROX,TORROX,,"Calzada, 10",https://www.registradores.org/directorio/-/registros/propiedad/malaga/torrox/registro-de-la-propiedad-de-torrox-n-01
MALAGA,FUENGIROLA,FUENGIROLA 1,FUENGIROLA,1,"Alberto Morgenstern s/n, Conj.Pueblo Castillo,Edif. Astigi 1,loc.Bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/fuengirola/registro-de-la-propiedad-de-fuengirola-n-01
MALAGA,FUENGIROLA,FUENGIROLA 2,FUENGIROLA,2,"Churruca, 4, Edificio Astigi 1, local 1",https://www.registradores.org/directorio/-/registros/propiedad/malaga/fuengirola/registro-de-la-propiedad-de-fuengirola-n-02
MALAGA,FUENTE DE PIEDRA,ANTEQUERA,ANTEQUERA,,"Plaza Fernández Viaga, 14 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/antequera/registro-de-la-propiedad-de-antequera-n-01
MALAGA,GAUCIN,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,GENALGUACIL,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,GUARO,COIN,COIN,,"Plaza de la Villa, 2 - 2ª of.6",https://www.registradores.org/directorio/-/registros/propiedad/malaga/coin/registro-de-la-propiedad-de-coin
MALAGA,HUMILLADERO,ANTEQUERA,ANTEQUERA,,"Plaza Fernández Viaga, 14 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/antequera/registro-de-la-propiedad-de-antequera-n-01
MALAGA,IGUALEJA,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,ISTAN,MARBELLA 2,MARBELLA,2,"Alameda de Ricardo Soriano, 19 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/marbella/registro-de-la-propiedad-de-marbella-n-02
MALAGA,IZNATE,VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,JIMERA DE LIBAR,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,JUBRIQUE,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,JUZCAR,RONDA,RONDA,,"Infantes, 39 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/ronda/registro-de-la-propiedad-de-ronda
MALAGA,MACHARAVIAYA,VELEZ - MALAGA 1,VELEZ - MALAGA,1,"Avda. de las Naciones, 2 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/malaga/velez-malaga/registro-de-la-propiedad-de-velez-malaga-n-01
MALAGA,MALAGA,MALAGA 1,MALAGA,1,"Cerrojo, 17 - 4º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-01
MALAGA,MALAGA,MALAGA 1,MALAGA,1,"Cerrojo, 17 - 4º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-01
MALAGA,MALAGA,MALAGA 1,MALAGA,1,"Cerrojo, 17 - 4º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-01
MALAGA,MALAGA,MALAGA 2,MALAGA,2,"Cerrojo, 17 - 3º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-02
MALAGA,MALAGA,MALAGA 3,MALAGA,3,"Cerrojo, 17 - 3º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-03
MALAGA,MALAGA,MALAGA 4,MALAGA,4,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-04
MALAGA,MALAGA,MALAGA 4,MALAGA,4,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-04
MALAGA,MALAGA,MALAGA 6,MALAGA,6,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-06
MALAGA,MALAGA,MALAGA 6,MALAGA,6,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-06
MALAGA,MALAGA,MALAGA 6,MALAGA,6,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-06
MALAGA,MALAGA,MALAGA 6,MALAGA,6,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-06
MALAGA,MALAGA,MALAGA 8,MALAGA,8,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-08
MALAGA,MALAGA,MALAGA 8,MALAGA,8,"Cerrojo, 17 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-08
MALAGA,MALAGA,MALAGA 9,MALAGA,9,"Cerrojo, 17 - 3º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-09
MALAGA,MALAGA,MALAGA 10,MALAGA,10,"Cerrojo, 17",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-10
MALAGA,MALAGA,MALAGA 10,MALAGA,10,"Cerrojo, 17",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-10
MALAGA,MALAGA,MALAGA 12,MALAGA,12,"Cerrojo, 17 - 4º",https://www.registradores.org/directorio/-/registros/propiedad/malaga/malaga/registro-de-la-propiedad-de-malaga-n-12
